KSHKOD,"TELNEV","TELNEV CLEAR",POP,SIZE_km2,latitude,longitude,SUBREG,SUBREGCENT,COUNTYCODE,COUNTYCENT,TOWN,REGION,UNIV
248,"Zalacséb","Zalacseb",506,963,46.85759,16.65748,5005,0,20,0,0,3,0
1401,"Õrtilos","Ortilos",505,2112,46.281239,16.925823,4402,0,14,0,0,4,0
205,"Sávoly","Savoly",505,2684,46.591826,17.272235,4406,0,14,0,0,4,0
289,"Söréd","Sored",505,625,47.321259,18.28124,3705,0,7,0,0,2,0
2339,"Újiráz","Ujiraz",505,1547,46.985774,21.356306,3902,0,9,0,0,6,0
1084,"Nick","Nick",503,1140,47.4028,17.01932,4806,0,18,0,0,3,0
331,"Ártánd","Artand",502,1982,47.123964,21.758048,3902,0,9,0,0,6,0
1358,"Felsõcsatár","Felsocsatar",502,1790,47.213658,16.44478,4808,0,18,0,0,3,0
1814,"Kötcse","Kotcse",502,1954,46.751949,17.859119,4410,0,14,0,0,4,0
1719,"Helesfa","Helesfa",501,987,46.089457,17.98105,3209,0,2,0,0,4,0
2361,"Kömörõ","Komoro",501,1637,48.303482,22.114351,4503,0,15,0,0,6,0
2380,"Somogyapáti","Somogyapati",501,1070,46.092807,17.749033,3206,0,2,0,0,4,0
2780,"Mátételke","Matetelke",499,2793,46.164435,19.277405,3302,0,3,0,0,7,0
1648,"Szápár","Szapar",499,709,47.31773,18.03752,4909,0,19,0,0,2,0
2126,"Babosdöbréte","Babosdobrete",498,1252,46.811829,16.774759,5005,0,20,0,0,3,0
2010,"Kõszegszerdahely","Koszegszerdahely",498,737,47.340257,16.515287,4804,0,18,0,0,3,0
1885,"Lókút","Lokut",497,1811,47.20687,17.86301,4909,0,19,0,0,2,0
204,"Narda","Narda",497,1035,47.235959,16.46124,4808,0,18,0,0,3,0
1527,"Rábaszentandrás","Rabaszentandras",497,1160,47.457137,17.333513,3801,0,8,0,0,3,0
3241,"Tengõd","Tengod",497,3021,46.701283,18.0987,4409,0,14,0,0,4,0
2637,"Magyargencs","Magyargencs",495,3801,47.374542,17.291568,4904,0,19,0,0,2,0
872,"Gyõrasszonyfa","Gyorasszonyfa",494,648,47.496356,17.803677,3807,0,8,0,0,3,0
1287,"Somogymeggyes","Somogymeggyes",494,1565,46.70466,17.91174,4409,0,14,0,0,4,0
3212,"Bérbaltavár","Berbaltavar",493,2567,47.00066,16.974195,4809,0,18,0,0,3,0
800,"Hét","Het",493,371,48.282496,20.389561,3506,0,5,0,0,5,0
1133,"Sajónémeti","Sajonemeti",493,737,48.271884,20.383564,3506,0,5,0,0,5,0
2179,"Erdõtarcsa","Erdotarcsa",492,1507,47.761984,19.540274,4203,0,12,0,0,5,0
1973,"Kemeneshõgyész","Kemeneshogyesz",492,2608,47.355785,17.2985,4904,0,19,0,0,2,0
2009,"Törökkoppány","Torokkoppany",492,2580,46.600689,18.049549,4409,0,14,0,0,4,0
893,"Vámosoroszi","Vamosoroszi",492,1316,47.991135,22.68422,4503,0,15,0,0,6,0
2701,"Váraszó","Varaszo",492,2705,48.0584,20.11252,4006,0,10,0,0,5,0
3379,"Lakhegy","Lakhegy",490,858,46.945325,16.835745,5005,0,20,0,0,3,0
2474,"Baranyajenõ","Baranyajeno",489,1555,46.270935,18.044965,3203,0,2,0,0,4,0
1413,"Bojt","Bojt",489,2688,47.189365,21.735375,3902,0,9,0,0,6,0
2538,"Selyeb","Selyeb",489,1664,48.33908,20.95268,3510,0,5,0,0,5,0
3247,"Somogybabod","Somogybabod",489,1058,46.667185,17.778905,4403,0,14,0,0,4,0
1906,"Árpádhalom","Arpadhalom",488,4520,46.61766,20.55078,3607,0,6,0,0,7,0
1342,"Kemenesmihályfa","Kemenesmihalyfa",488,1781,47.285794,17.115639,4801,0,18,0,0,3,0
1619,"Ambrózfalva","Ambrozfalva",486,1122,46.349355,20.73021,3604,0,6,0,0,7,0
2485,"Romonya","Romonya",486,707,46.08689,18.33813,3207,0,2,0,0,4,0
2137,"Kisbucsa","Kisbucsa",484,880,46.822028,16.940684,5005,0,20,0,0,3,0
2678,"Várda","Varda",483,1036,46.461505,17.744075,4404,0,14,0,0,4,0
223,"Vág","Vag",481,1404,47.446703,17.211652,3801,0,8,0,0,3,0
2646,"Balatonmagyaród","Balatonmagyarod",480,3153,46.59538,17.17571,5009,0,20,0,0,3,0
2797,"Nagyalásony","Nagyalasony",480,1401,47.231155,17.35658,4911,0,19,0,0,2,0
2091,"Nagyér","Nagyer",480,1229,46.369765,20.729485,3604,0,6,0,0,7,0
2883,"Alsószuha","Alsoszuha",479,2242,48.372311,20.503429,3504,0,5,0,0,5,0
3409,"Móricgát","Moricgat",479,3289,46.62301,19.682635,3308,0,3,0,0,7,0
3371,"Rábaszentmihály","Rabaszentmihaly",479,1097,47.577379,17.430981,3806,0,8,0,0,3,0
3322,"Márokpapi","Marokpapi",477,2118,48.146397,22.511943,4510,0,15,0,0,6,0
1184,"Kétbodony","Ketbodony",476,1305,47.936035,19.285385,4204,0,12,0,0,5,0
825,"Klárafalva","Klarafalva",476,910,46.21912,20.32583,3604,0,6,0,0,7,0
360,"Sóly","Soly",476,1028,47.129544,18.032354,4908,0,19,0,0,2,0
1491,"Mályinka","Malyinka",475,2421,48.15522,20.494353,3504,0,5,0,0,5,0
2877,"Dióskál","Dioskal",474,1963,46.674212,17.056408,5008,0,20,0,0,3,0
353,"Léh","Leh",473,845,48.290375,20.98047,3510,0,5,0,0,5,0
930,"Szemely","Szemely",473,947,46.00852,18.32565,3207,0,2,0,0,4,0
1054,"Kémes","Kemes",471,689,45.825428,18.099094,3205,0,2,0,0,4,0
2033,"Somogygeszti","Somogygeszti",470,2171,46.523215,17.77683,4404,0,14,0,0,4,0
2846,"Nagypáli","Nagypali",469,634,46.91435,16.843475,5005,0,20,0,0,3,0
931,"Révleányvár","Revleanyvar",469,1650,48.32311,22.041292,3513,0,5,0,0,5,0
1765,"Egyházasdengeleg","Egyhazasdengeleg",467,1574,47.797215,19.55889,4203,0,12,0,0,5,0
1710,"Füzér","Fuzer",467,3749,48.5345,21.45817,3508,0,5,0,0,5,0
1277,"Nagylak","Nagylak",466,469,46.17546,20.712515,3604,0,6,0,0,7,0
2410,"Dunaszentmiklós","Dunaszentmiklos",465,777,47.7039,18.380776,4106,0,11,0,0,2,0
2904,"Mátraszentimre","Matraszentimre",465,2129,47.909277,19.876733,4004,0,10,0,0,5,0
3188,"Répáshuta","Repashuta",464,1679,48.052365,20.528234,3501,0,5,0,0,5,0
964,"Vörs","Vors",464,2265,46.664398,17.27022,4406,0,14,0,0,4,0
497,"Ipolytölgyes","Ipolytolgyes",463,1366,47.922729,18.775801,4308,0,13,0,0,1,0
3397,"Csörnyeföld","Csornyefold",462,2124,46.49992,16.63308,5003,0,20,0,0,3,0
1975,"Nyalka","Nyalka",461,1286,47.545253,17.806789,3807,0,8,0,0,3,0
332,"Ipolytarnóc","Ipolytarnoc",460,1366,48.236943,19.626661,4205,0,12,0,0,5,0
479,"Rábacsanak","Rabacsanak",460,1385,47.525984,17.290292,3801,0,8,0,0,3,0
2654,"Kup","Kup",459,2478,47.248235,17.46826,4904,0,19,0,0,2,0
542,"Királyszentistván","Kiralyszentistvan",457,891,47.109448,18.044735,4908,0,19,0,0,2,0
1883,"Kisdombegyház","Kisdombegyhaz",457,1261,46.36937,21.100805,3402,0,4,0,0,7,0
1651,"Nagyrada","Nagyrada",457,1285,46.620745,17.11852,5009,0,20,0,0,3,0
2917,"Nagytõke","Nagytoke",457,5468,46.760045,20.286215,3607,0,6,0,0,7,0
1669,"Szõc","Szoc",457,755,47.021609,17.516697,4910,0,19,0,0,2,0
1702,"Bajánsenye","Bajansenye",455,2185,46.803505,16.386525,4805,0,18,0,0,3,0
569,"Váckisújfalu","Vackisujfalu",455,1069,47.704586,19.349925,4315,0,13,0,0,1,0
1350,"Csikvánd","Csikvand",454,1453,47.469133,17.459808,3806,0,8,0,0,3,0
702,"Mucsi","Mucsi",454,2476,46.42679,18.398722,4705,0,17,0,0,4,0
1038,"Bejcgyertyános","Bejcgyertyanos",453,3143,47.149776,16.923389,4806,0,18,0,0,3,0
3260,"Somogytúr","Somogytur",453,3530,46.708825,17.76608,4403,0,14,0,0,4,0
3338,"Acsalag","Acsalag",452,1041,47.674019,17.200631,3801,0,8,0,0,3,0
1713,"Hernádszentandrás","Hernadszentandras",452,704,48.28901,21.09583,3503,0,5,0,0,5,0
1961,"Iharos","Iharos",451,2268,46.344872,17.10146,4402,0,14,0,0,4,0
775,"Óföldeák","Ofoldeak",451,3509,46.29697,20.43717,3604,0,6,0,0,7,0
695,"Fehértó","Feherto",448,1138,47.67652,17.34492,3801,0,8,0,0,3,0
3364,"Csém","Csem",447,628,47.68251,18.090775,4104,0,11,0,0,2,0
1323,"Szentdomonkos","Szentdomonkos",447,1840,48.06592,20.192238,4006,0,10,0,0,5,0
1079,"Fülesd","Fulesd",446,1505,48.02433,22.675091,4503,0,15,0,0,6,0
2297,"Lippó","Lippo",446,1453,45.86253,18.569965,3202,0,2,0,0,4,0
456,"Ábrahámhegy","Abrahamhegy",445,1488,46.815737,17.572677,4906,0,19,0,0,2,0
2075,"Hidegkút","Hidegkut",445,1358,47.00304,17.827665,4908,0,19,0,0,2,0
1106,"Röjtökmuzsaj","Rojtokmuzsaj",445,1586,47.55629,16.835211,3805,0,8,0,0,3,0
2905,"Tornyosnémeti","Tornyosnemeti",445,1406,48.521741,21.251271,3512,0,5,0,0,5,0
677,"Markotabödöge","Markotabodoge",443,1629,47.684151,17.308559,3801,0,8,0,0,3,0
627,"Zajta","Zajta",443,919,47.907421,22.79776,4503,0,15,0,0,6,0
2550,"Csárdaszállás","Csardaszallas",442,5416,46.86433,20.936755,3407,0,4,0,0,7,0
799,"Lövõpetri","Lovopetri",441,926,48.185791,22.196091,4504,0,15,0,0,6,0
2724,"Kisbágyon","Kisbagyon",440,1024,47.822975,19.58728,4203,0,12,0,0,5,0
1748,"Újbarok","Ujbarok",440,149,47.479078,18.556587,3701,0,7,0,0,2,0
3090,"Gasztony","Gasztony",439,1427,46.964345,16.44757,4807,0,18,0,0,3,0
2217,"Nagykutas","Nagykutas",439,845,46.924574,16.802608,5005,0,20,0,0,3,0
556,"Lovas","Lovas",438,594,46.99297,17.95992,4903,0,19,0,0,2,0
2720,"Zalagyömörõ","Zalagyomoro",438,1111,47.01899,17.234221,4905,0,19,0,0,2,0
676,"Nagyszékely","Nagyszekely",437,3670,46.648733,18.527479,4705,0,17,0,0,4,0
2680,"Rönök","Ronok",437,1722,46.976959,16.368521,4807,0,18,0,0,3,0
2089,"Boda","Boda",436,1542,46.079886,18.048813,3209,0,2,0,0,4,0
1701,"Paloznak","Paloznak",436,880,46.983389,17.941116,4903,0,19,0,0,2,0
3301,"Szécsényfelfalu","Szecsenyfelfalu",436,822,48.145683,19.568413,4206,0,12,0,0,5,0
3039,"Legénd","Legend",435,1841,47.878725,19.310545,4204,0,12,0,0,5,0
1728,"Magyarszecsõd","Magyarszecsod",435,1126,47.033245,16.647895,4803,0,18,0,0,3,0
2351,"Porva","Porva",435,2813,47.308799,17.814368,4909,0,19,0,0,2,0
212,"Csanádalberti","Csanadalberti",434,1532,46.32575,20.706075,3604,0,6,0,0,7,0
2914,"Somogyhárságy","Somogyharsagy",434,3097,46.161285,17.772635,3206,0,2,0,0,4,0
1197,"Bikács","Bikacs",433,3467,46.67776,18.66629,4703,0,17,0,0,4,0
1090,"Garadna","Garadna",432,974,48.414365,21.17381,3503,0,5,0,0,5,0
2189,"Bogádmindszent","Bogadmindszent",431,1158,45.907045,18.046653,3204,0,2,0,0,4,0
2065,"Márok","Marok",431,1593,45.870037,18.515489,3205,0,2,0,0,4,0
3313,"Zalaszentgyörgy","Zalaszentgyorgy",431,983,46.871391,16.703461,5005,0,20,0,0,3,0
1391,"Magyarkeresztúr","Magyarkeresztur",430,1674,47.523729,17.167636,3801,0,8,0,0,3,0
1332,"Almamellék","Almamellek",428,4433,46.1617,17.879465,3206,0,2,0,0,4,0
1974,"Olaszfa","Olaszfa",428,1654,47.016008,16.883949,4809,0,18,0,0,3,0
2557,"Cserépváralja","Cserepvaralja",427,1462,47.932665,20.561782,3505,0,5,0,0,5,0
1671,"Gic","Gic",427,1968,47.432449,17.753737,4904,0,19,0,0,2,0
1311,"Boldogasszonyfa","Boldogasszonyfa",426,1722,46.182785,17.841595,3206,0,2,0,0,4,0
356,"Szentantalfa","Szentantalfa",426,661,46.910157,17.675031,4903,0,19,0,0,2,0
1987,"Nagypall","Nagypall",425,713,46.144249,18.4552,3208,0,2,0,0,4,0
2424,"Bakonybánk","Bakonybank",424,1506,47.46683,17.904125,4103,0,11,0,0,2,0
1957,"Krasznokvajda","Krasznokvajda",424,1144,48.46953,20.97068,3503,0,5,0,0,5,0
1398,"Felsõmocsolád","Felsomocsolad",423,1651,46.574468,17.824378,4404,0,14,0,0,4,0
484,"Terény","Tereny",421,2435,47.94644,19.440181,4201,0,12,0,0,5,0
1914,"Kamond","Kamond",420,2050,47.152862,17.203067,4911,0,19,0,0,2,0
563,"Káptalantóti","Kaptalantoti",420,1173,46.850415,17.513435,4906,0,19,0,0,2,0
2384,"Gyóró","Gyoro",419,1164,47.492114,17.022002,3803,0,8,0,0,3,0
1760,"Liget","Liget",419,1207,46.234805,18.19211,3201,0,2,0,0,4,0
712,"Hetvehely","Hetvehely",417,2138,46.132499,18.04412,3209,0,2,0,0,4,0
3156,"Mónosbél","Monosbel",416,1378,48.032815,20.330926,4007,0,10,0,0,5,0
250,"Kisunyom","Kisunyom",415,1000,47.144706,16.646502,4808,0,18,0,0,3,0
1627,"Ordas","Ordas",415,1652,46.635909,18.946782,3303,0,3,0,0,7,0
2310,"Pankasz","Pankasz",415,927,46.837665,16.497682,4805,0,18,0,0,3,0
2036,"Pornóapáti","Pornoapati",415,1514,47.156603,16.464925,4808,0,18,0,0,3,0
2044,"Tiszainoka","Tiszainoka",415,1792,46.906165,20.15364,4603,0,16,0,0,6,0
1584,"Zengõvárkony","Zengovarkony",414,1671,46.173225,18.430867,3208,0,2,0,0,4,0
2449,"Kisbárapáti","Kisbarapati",412,2871,46.606215,17.864355,4409,0,14,0,0,4,0
1140,"Mecsekpölöske","Mecsekpoloske",412,731,46.223461,18.20887,3201,0,2,0,0,4,0
2643,"Nyíri","Nyiri",412,1647,48.499126,21.4432,3508,0,5,0,0,5,0
2344,"Zaránk","Zarank",410,1453,47.642221,20.103979,4002,0,10,0,0,5,0
1715,"Balatonszepezd","Balatonszepezd",409,2506,46.856465,17.66861,4903,0,19,0,0,2,0
2021,"Parádsasvár","Paradsasvar",409,1694,47.91025,19.97377,4006,0,10,0,0,5,0
2102,"Hegyszentmárton","Hegyszentmarton",408,1878,45.903863,18.087448,3204,0,2,0,0,4,0
2402,"Bátor","Bator",407,2732,47.99017,20.266664,4007,0,10,0,0,5,0
1399,"Bolhás","Bolhas",407,3143,46.262911,17.271548,4407,0,14,0,0,4,0
1057,"Sajtoskál","Sajtoskal",407,941,47.40324,16.855299,4802,0,18,0,0,3,0
1717,"Dabronc","Dabronc",406,2027,47.03206,17.16767,4905,0,19,0,0,2,0
3118,"Kisvejke","Kisvejke",406,1133,46.381682,18.413857,4701,0,17,0,0,4,0
555,"Nemeshany","Nemeshany",406,1050,47.070099,17.368373,4905,0,19,0,0,2,0
2413,"Rigyác","Rigyac",406,1536,46.46555,16.863775,5004,0,20,0,0,3,0
1025,"Farkasgyepû","Farkasgyepu",405,1005,47.204628,17.626317,4904,0,19,0,0,2,0
2408,"Jászivány","Jaszivany",405,3951,47.520075,20.24484,4601,0,16,0,0,6,0
378,"Ócsárd","Ocsard",405,1266,45.935479,18.152294,3207,0,2,0,0,4,0
3111,"Pölöskefõ","Poloskefo",405,1232,46.602161,16.94663,5004,0,20,0,0,3,0
2502,"Liszó","Liszo",404,2591,46.366915,17.005135,5004,0,20,0,0,3,0
1385,"Csertõ","Cserto",403,1426,46.090408,17.800179,3206,0,2,0,0,4,0
527,"Kánya","Kanya",403,1452,46.697275,18.06808,4409,0,14,0,0,4,0
1276,"Nagybakónak","Nagybakonak",403,1794,46.553014,17.043689,5004,0,20,0,0,3,0
1900,"Belvárdgyula","Belvardgyula",402,1723,45.972813,18.432262,3202,0,2,0,0,4,0
1481,"Bonyhádvarasd","Bonyhadvarasd",402,1045,46.36968,18.47979,4701,0,17,0,0,4,0
733,"Aszófõ","Aszofo",401,832,46.929365,17.833525,4903,0,19,0,0,2,0
464,"Kám","Kam",401,1530,47.105816,16.876411,4809,0,18,0,0,3,0
1136,"Szakony","Szakony",400,1350,47.428383,16.712804,3805,0,8,0,0,3,0
2136,"Udvari","Udvari",400,1941,46.592901,18.511467,4705,0,17,0,0,4,0
3423,"Szántód","Szantod",399,791,46.860161,17.9014,4410,0,14,0,0,4,0
1865,"Szentgyörgyvölgy","Szentgyorgyvolgy",399,2958,46.724239,16.40271,5002,0,20,0,0,3,0
2169,"Drávasztára","Dravasztara",398,1818,45.825705,17.82178,3204,0,2,0,0,4,0
1672,"Hedrehely","Hedrehely",398,2551,46.196205,17.651765,4411,0,14,0,0,4,0
1916,"Szabolcs","Szabolcs",398,588,48.171086,21.493884,4509,0,15,0,0,6,0
1019,"Szarvasgede","Szarvasgede",398,999,47.819265,19.637915,4203,0,12,0,0,5,0
1555,"Sand","Sand",397,748,46.422375,17.124015,5009,0,20,0,0,3,0
3182,"Uszka","Uszka",397,736,48.073136,22.858496,4503,0,15,0,0,6,0
2890,"Bátaapáti","Bataapati",396,2044,46.223604,18.600811,4701,0,17,0,0,4,0
929,"Gecse","Gecse",396,934,47.443645,17.52577,4904,0,19,0,0,2,0
1455,"Kapolcs","Kapolcs",396,1398,46.95492,17.605935,4906,0,19,0,0,2,0
1630,"Szamoskér","Szamosker",396,971,48.01802,22.41409,4505,0,15,0,0,6,0
2486,"Batyk","Batyk",393,809,46.989514,17.035849,5006,0,20,0,0,3,0
286,"Oszlár","Oszlar",392,571,47.87241,21.035818,3511,0,5,0,0,5,0
1369,"Táska","Taska",391,2598,46.618816,17.523873,4406,0,14,0,0,4,0
1533,"Vasegerszeg","Vasegerszeg",390,1272,47.373575,16.922495,4806,0,18,0,0,3,0
742,"Bazsi","Bazsi",388,910,46.935079,17.244367,4905,0,19,0,0,2,0
672,"Borjád","Borjad",388,1559,45.93624,18.46735,3202,0,2,0,0,4,0
2875,"Zsarolyán","Zsarolyan",388,639,47.951819,22.593094,4503,0,15,0,0,6,0
1588,"Drávatamási","Dravatamasi",387,845,45.94437,17.57193,4401,0,14,0,0,4,0
963,"Görcsönydoboka","Gorcsonydoboka",387,951,46.071331,18.627899,3202,0,2,0,0,4,0
1362,"Mucsfa","Mucsfa",387,1275,46.356762,18.422612,4701,0,17,0,0,4,0
1631,"Völcsej","Volcsej",387,932,47.496792,16.760189,3805,0,8,0,0,3,0
213,"Mihályfa","Mihalyfa",386,1207,46.979022,17.18563,5006,0,20,0,0,3,0
3127,"Szamosújlak","Szamosujlak",385,527,47.91824,22.585035,4503,0,15,0,0,6,0
3391,"Tarjánpuszta","Tarjanpuszta",385,844,47.505605,17.78439,3807,0,8,0,0,3,0
1841,"Várbalog","Varbalog",385,2270,47.831975,17.06964,3804,0,8,0,0,3,0
1863,"Hács","Hacs",384,2128,46.650625,17.68823,4405,0,14,0,0,4,0
2337,"Hidegség","Hidegseg",383,1690,47.626778,16.741444,3805,0,8,0,0,3,0
2383,"Zalaháshágy","Zalahashagy",383,1213,46.891677,16.626029,5005,0,20,0,0,3,0
1165,"Bögöt","Bogot",382,499,47.253368,16.8297,4806,0,18,0,0,3,0
1749,"Zselicszentpál","Zselicszentpal",380,1035,46.306375,17.821251,4404,0,14,0,0,4,0
829,"Bakonya","Bakonya",379,1507,46.084665,18.080225,3207,0,2,0,0,4,0
1261,"Kertészsziget","Kerteszsziget",379,3911,47.15434,21.06283,3406,0,4,0,0,7,0
3291,"Bér","Ber",377,2549,47.863008,19.507436,4203,0,12,0,0,5,0
995,"Kövegy","Kovegy",377,971,46.22353,20.68388,3604,0,6,0,0,7,0
3070,"Vaskeresztes","Vaskeresztes",377,912,47.194176,16.454333,4808,0,18,0,0,3,0
1432,"Vaspör","Vaspor",376,1345,46.918282,16.64889,5005,0,20,0,0,3,0
202,"Martonyi","Martonyi",374,1757,48.468865,20.768462,3502,0,5,0,0,5,0
301,"Szebény","Szebeny",373,1437,46.132575,18.58702,3202,0,2,0,0,4,0
3360,"Újtelek","Ujtelek",373,956,46.588375,19.059315,3303,0,3,0,0,7,0
1180,"Vindornyaszõlõs","Vindornyaszolos",373,1055,46.8985,17.154045,5006,0,20,0,0,3,0
2677,"Csánig","Csanig",372,819,47.43222,17.024345,4806,0,18,0,0,3,0
3324,"Hollókõ","Holloko",372,518,47.997382,19.594026,4206,0,12,0,0,5,0
663,"Varsád","Varsad",372,2156,46.524398,18.519114,4705,0,17,0,0,4,0
2662,"Katafa","Katafa",371,481,46.974315,16.63016,4803,0,18,0,0,3,0
2585,"Köveskál","Koveskal",371,1449,46.881538,17.604811,4906,0,19,0,0,2,0
1249,"Zalaistvánd","Zalaistvand",371,1080,46.91842,16.974945,5005,0,20,0,0,3,0
229,"Tiszabábolna","Tiszababolna",370,3270,47.6886,20.812755,3514,0,5,0,0,5,0
1705,"Zalavég","Zalaveg",370,1211,47.007185,17.0254,5006,0,20,0,0,3,0
1917,"Petrikeresztúr","Petrikeresztur",369,877,46.735776,16.724138,5005,0,20,0,0,3,0
1870,"Erdõsmecske","Erdosmecske",368,2644,46.17544,18.510652,3208,0,2,0,0,4,0
2348,"Pásztori","Pasztori",368,852,47.554431,17.270129,3801,0,8,0,0,3,0
2039,"Vasasszonyfa","Vasasszonyfa",368,1065,47.310518,16.669962,4808,0,18,0,0,3,0
971,"Császló","Csaszlo",367,1018,47.912885,22.71501,4503,0,15,0,0,6,0
3334,"Mõcsény","Mocseny",367,1215,46.25833,18.591736,4701,0,17,0,0,4,0
371,"Tiszadorogma","Tiszadorogma",367,4661,47.682931,20.86481,3514,0,5,0,0,5,0
1387,"Ivád","Ivad",366,1194,48.017211,20.064765,4006,0,10,0,0,5,0
2059,"Nagycsepely","Nagycsepely",366,1980,46.749999,17.834268,4410,0,14,0,0,4,0
283,"Nemeskocs","Nemeskocs",366,793,47.20034,17.18675,4801,0,18,0,0,3,0
769,"Szõkéd","Szoked",366,958,45.964075,18.28852,3207,0,2,0,0,4,0
1000,"Nagydém","Nagydem",365,1332,47.44016,17.674314,4904,0,19,0,0,2,0
1017,"Sajógalgóc","Sajogalgoc",365,1012,48.294076,20.53234,3504,0,5,0,0,5,0
3172,"Felsõkelecsény","Felsokelecseny",364,799,48.360058,20.597203,3504,0,5,0,0,5,0
2201,"Szamosbecs","Szamosbecs",364,671,47.860735,22.69077,4502,0,15,0,0,6,0
3259,"Dénesfa","Denesfa",363,1754,47.456694,17.030293,3803,0,8,0,0,3,0
2849,"Zalaboldogfa","Zalaboldogfa",363,1147,46.89796,16.76859,5005,0,20,0,0,3,0
2239,"Csönge","Csonge",362,2527,47.34639,17.06535,4801,0,18,0,0,3,0
887,"Apátistvánfalva","Apatistvanfalva",358,1286,46.896615,16.25439,4807,0,18,0,0,3,0
922,"Tokorcs","Tokorcs",358,640,47.269199,17.100825,4801,0,18,0,0,3,0
2832,"Hottó","Hotto",356,670,46.845974,16.750009,5005,0,20,0,0,3,0
2809,"Ipolydamásd","Ipolydamasd",356,1160,47.841165,18.828955,4308,0,13,0,0,1,0
1959,"Pusztaottlaka","Pusztaottlaka",356,1887,46.54819,20.97542,3402,0,4,0,0,7,0
3305,"Zics","Zics",356,1501,46.676342,17.977015,4409,0,14,0,0,4,0
3114,"Csonkahegyhát","Csonkahegyhat",355,828,46.800305,16.7201,5005,0,20,0,0,3,0
781,"Kisbodak","Kisbodak",354,910,47.895196,17.420833,3804,0,8,0,0,3,0
2093,"Szakonyfalu","Szakonyfalu",354,1119,46.925625,16.228084,4807,0,18,0,0,3,0
1168,"Diósberény","Diosbereny",353,1775,46.53587,18.445965,4705,0,17,0,0,4,0
2034,"Vashosszúfalu","Vashosszufalu",353,1392,47.113412,17.058531,4806,0,18,0,0,3,0
793,"Kisapáti","Kisapati",352,689,46.84233,17.467384,4906,0,19,0,0,2,0
3075,"Petrivente","Petrivente",352,765,46.439928,16.840581,5003,0,20,0,0,3,0
1438,"Kercseliget","Kercseliget",351,1947,46.326245,18.0649,4404,0,14,0,0,4,0
919,"Vásárosmiske","Vasarosmiske",351,1342,47.207022,17.061773,4806,0,18,0,0,3,0
3106,"Szava","Szava",350,1264,45.903011,18.177901,3205,0,2,0,0,4,0
1078,"Boncodfölde","Boncodfolde",348,590,46.86792,16.74052,5005,0,20,0,0,3,0
1927,"Ziliz","Ziliz",348,926,48.25066,20.79297,3502,0,5,0,0,5,0
1882,"Alsórajk","Alsorajk",347,845,46.654175,16.997621,5008,0,20,0,0,3,0
266,"Milejszeg","Milejszeg",347,908,46.788775,16.737445,5005,0,20,0,0,3,0
2842,"Nemesvita","Nemesvita",347,925,46.824115,17.36874,4906,0,19,0,0,2,0
2823,"Dabrony","Dabrony",345,1700,47.24219,17.328715,4911,0,19,0,0,2,0
1963,"Páli","Pali",345,1958,47.47817,17.17486,3801,0,8,0,0,3,0
1952,"Szõce","Szoce",345,1871,46.890354,16.572816,4805,0,18,0,0,3,0
2193,"Cserháthaláp","Cserhathalap",344,1047,47.980232,19.377015,4201,0,12,0,0,5,0
994,"Hencse","Hencse",344,711,46.201627,17.622562,4411,0,14,0,0,4,0
1793,"Fony","Fony",343,4056,48.39144,21.28429,3512,0,5,0,0,5,0
691,"Bélavár","Belavar",342,2278,46.12233,17.219525,4401,0,14,0,0,4,0
1419,"Nagyváty","Nagyvaty",341,1267,46.061365,17.929505,3206,0,2,0,0,4,0
2977,"Gõsfa","Gosfa",340,1045,46.96027,16.85935,5005,0,20,0,0,3,0
1285,"Nagyhajmás","Nagyhajmas",340,1801,46.3758,18.28819,3203,0,2,0,0,4,0
3130,"Adorjánháza","Adorjanhaza",338,1142,47.242315,17.240005,4911,0,19,0,0,2,0
1554,"Pénzesgyõr","Penzesgyor",338,1765,47.22994,17.78801,4909,0,19,0,0,2,0
1272,"Csehimindszent","Csehimindszent",336,1543,47.046471,16.956093,4809,0,18,0,0,3,0
2170,"Old","Old",336,1407,45.790126,18.351128,3205,0,2,0,0,4,0
2779,"Szergény","Szergeny",336,1561,47.328293,17.268855,4801,0,18,0,0,3,0
2600,"Velem","Velem",336,861,47.344921,16.493395,4804,0,18,0,0,3,0
3407,"Csabaszabadi","Csabaszabadi",335,3271,46.5735,20.955505,3401,0,4,0,0,7,0
774,"Répcevis","Repcevis",334,609,47.441423,16.676419,3805,0,8,0,0,3,0
2442,"Pere","Pere",333,953,48.28488,21.122175,3503,0,5,0,0,5,0
386,"Kistormás","Kistormas",331,1135,46.50295,18.56308,4704,0,17,0,0,4,0
900,"Szalatnak","Szalatnak",330,1028,46.2902,18.281813,3201,0,2,0,0,4,0
1738,"Alsómocsolád","Alsomocsolad",329,1300,46.313571,18.245377,3203,0,2,0,0,4,0
2867,"Gyepükaján","Gyepukajan",329,911,47.04435,17.327379,4905,0,19,0,0,2,0
651,"Kismányok","Kismanyok",329,543,46.272395,18.471645,4701,0,17,0,0,4,0
904,"Szente","Szente",329,753,47.966768,19.288619,4204,0,12,0,0,5,0
1809,"Zalaszentjakab","Zalaszentjakab",329,701,46.48213,17.128385,5009,0,20,0,0,3,0
502,"Bozsok","Bozsok",328,2091,47.321222,16.488157,4804,0,18,0,0,3,0
1509,"Baktüttös","Baktuttos",327,971,46.700699,16.81848,5005,0,20,0,0,3,0
