KSHKOD,"TELNEV","TELNEV CLEAR",POP,SIZE_km2,latitude,longitude,SUBREG,SUBREGCENT,COUNTYCODE,COUNTYCENT,TOWN,REGION,UNIV
1557,"Nagykörû","Nagykoru",1651,4281,47.275471,20.44961,4604,0,16,0,0,6,0
1260,"Türje","Turje",1650,3823,46.984612,17.104321,5006,0,20,0,0,3,0
2926,"Tác","Tac",1649,4569,47.081359,18.409251,3708,0,7,0,0,2,0
218,"Csopak","Csopak",1648,2398,46.979224,17.922924,4903,0,19,0,0,2,0
2284,"Kisgyõr","Kisgyor",1648,7113,48.008915,20.688995,3501,0,5,0,0,5,0
2934,"Tiszajenõ","Tiszajeno",1642,2819,47.034695,20.145075,4604,0,16,0,0,6,0
1954,"Szár","Szar",1641,2263,47.476544,18.519225,3701,0,7,0,0,2,0
3189,"Kunszállás","Kunszallas",1640,2085,46.764055,19.753865,3306,0,3,0,0,7,0
625,"Zsadány","Zsadany",1639,6584,46.922835,21.48258,3404,0,4,0,0,7,0
2949,"Varsány","Varsany",1635,2558,48.042374,19.492711,4206,0,12,0,0,5,0
2889,"Geszteréd","Gesztered",1634,3351,47.765445,21.77547,4506,0,15,0,0,6,0
3383,"Dunaalmás","Dunaalmas",1633,1480,47.733594,18.329575,4106,0,11,0,0,2,0
2416,"Hernádkak","Hernadkak",1632,1090,48.09274,20.96689,3501,0,5,0,0,5,0
770,"Szepetnek","Szepetnek",1632,3039,46.432995,16.89729,5004,0,20,0,0,3,0
1240,"Vámosszabadi","Vamosszabadi",1632,2237,47.75873,17.64579,3802,0,8,0,0,3,0
2436,"Felsõörs","Felsoors",1631,1724,47.014511,17.95229,4902,0,19,0,0,2,0
2884,"Pátka","Patka",1628,4038,47.282755,18.484655,3707,0,7,0,0,2,0
2313,"Jásztelek","Jasztelek",1627,4115,47.482159,20.000932,4601,0,16,0,0,6,0
962,"Tiszatenyõ","Tiszatenyo",1627,2355,47.135185,20.382985,4606,0,16,0,0,6,0
1319,"Gyõrladamér","Gyorladamer",1623,861,47.752543,17.563764,3802,0,8,0,0,3,0
3065,"Kõszárhegy","Koszarhegy",1620,590,47.09032,18.341165,3707,0,7,0,0,2,0
2325,"Fábiánháza","Fabianhaza",1617,2735,47.852675,22.36251,4505,0,15,0,0,6,0
710,"Tinnye","Tinnye",1610,1610,47.619916,18.779562,4313,0,13,0,0,1,0
1740,"Zalaapáti","Zalaapati",1610,2342,46.726442,17.107426,5001,0,20,0,0,3,0
214,"Foktõ","Fokto",1606,3146,46.530535,18.9254,3303,0,3,0,0,7,0
597,"Csokonyavisonta","Csokonyavisonta",1605,8129,46.07888,17.443985,4401,0,14,0,0,4,0
203,"Kakasd","Kakasd",1603,2079,46.34649,18.59369,4701,0,17,0,0,4,0
2334,"Tarnaméra","Tarnamera",1603,2826,47.651805,20.15415,4002,0,10,0,0,5,0
1181,"Kurityán","Kurityan",1598,754,48.313482,20.620858,3504,0,5,0,0,5,0
705,"Öreglak","Oreglak",1597,2072,46.60252,17.62475,4405,0,14,0,0,4,0
855,"Tiszakanyár","Tiszakanyar",1597,1551,48.24731,21.961287,4504,0,15,0,0,6,0
783,"Derekegyház","Derekegyhaz",1595,5378,46.58209,20.35131,3607,0,6,0,0,7,0
1551,"Kõröshegy","Koroshegy",1593,2139,46.834759,17.899929,4410,0,14,0,0,4,0
3414,"Pilisjászfalu","Pilisjaszfalu",1592,697,47.654935,18.79088,4313,0,13,0,0,1,0
1075,"Majosháza","Majoshaza",1591,1142,47.262776,18.999209,4307,0,13,0,0,1,0
3142,"Bana","Bana",1589,2513,47.65155,17.921291,4104,0,11,0,0,2,0
277,"Ludányhalászi","Ludanyhalaszi",1588,2119,48.135025,19.524795,4206,0,12,0,0,5,0
433,"Mátraszõlõs","Matraszolos",1588,2916,47.959093,19.683164,4203,0,12,0,0,5,0
1581,"Jászboldogháza","Jaszboldoghaza",1585,5531,47.37016,19.996885,4601,0,16,0,0,6,0
1073,"Vámosmikola","Vamosmikola",1583,2529,47.977947,18.785567,4308,0,13,0,0,1,0
1012,"Gyõrtelek","Gyortelek",1580,1478,47.933662,22.436788,4505,0,15,0,0,6,0
3022,"Tardos","Tardos",1580,2332,47.666088,18.445373,4106,0,11,0,0,2,0
3311,"Csomád","Csomad",1579,1238,47.657145,19.236422,4315,0,13,0,0,1,0
1524,"Pusztamonostor","Pusztamonostor",1579,2462,47.553684,19.796656,4601,0,16,0,0,6,0
3178,"Gyõrújfalu","Gyorujfalu",1575,737,47.721928,17.611432,3802,0,8,0,0,3,0
1530,"Kápolna","Kapolna",1575,2151,47.756586,20.251723,4003,0,10,0,0,5,0
3166,"Mezõtárkány","Mezotarkany",1575,4061,47.72002,20.478815,4003,0,10,0,0,5,0
588,"Palotás","Palotas",1574,1707,47.795781,19.596303,4203,0,12,0,0,5,0
1123,"Kõtelek","Kotelek",1571,4514,47.331897,20.43779,4604,0,16,0,0,6,0
265,"Nagyharsány","Nagyharsany",1570,2601,45.847513,18.400213,3205,0,2,0,0,4,0
734,"Papkeszi","Papkeszi",1567,2239,47.08273,18.08353,4908,0,19,0,0,2,0
2186,"Darnózseli","Darnozseli",1566,1961,47.851458,17.426358,3804,0,8,0,0,3,0
585,"Kunadacs","Kunadacs",1566,8990,46.958489,19.294433,3309,0,3,0,0,7,0
2896,"Somogyjád","Somogyjad",1566,2506,46.4916,17.71446,4404,0,14,0,0,4,0
2132,"Balatonszentgyörgy","Balatonszentgyorgy",1564,2368,46.691631,17.302851,4406,0,14,0,0,4,0
1868,"Penc","Penc",1564,2134,47.803206,19.251368,4309,0,13,0,0,1,0
998,"Szûcsi","Szucsi",1563,1738,47.801356,19.765056,4004,0,10,0,0,5,0
2981,"Alsóvadász","Alsovadasz",1562,2290,48.244471,20.906156,3510,0,5,0,0,5,0
1854,"Somogyszob","Somogyszob",1559,4008,46.293527,17.294848,4407,0,14,0,0,4,0
1889,"Szomolya","Szomolya",1559,2269,47.88887,20.49851,3505,0,5,0,0,5,0
1359,"Bükkábrány","Bukkabrany",1558,1802,47.88694,20.682091,3505,0,5,0,0,5,0
782,"Monok","Monok",1558,4198,48.208762,21.153361,3509,0,5,0,0,5,0
2935,"Bajót","Bajot",1557,1644,47.72614,18.559485,4102,0,11,0,0,2,0
2764,"Álmosd","Almosd",1555,3413,47.420701,21.9798,3908,0,9,0,0,6,0
937,"Pálfa","Palfa",1555,3474,46.714365,18.61732,4703,0,17,0,0,4,0
2098,"Tárkány","Tarkany",1554,6495,47.59037,18.00277,4103,0,11,0,0,2,0
1268,"Telekgerendás","Telekgerendas",1549,7237,46.65518,20.943745,3401,0,4,0,0,7,0
2110,"Nagylóc","Nagyloc",1548,3912,48.033049,19.575337,4206,0,12,0,0,5,0
481,"Zsáka","Zsaka",1544,7881,47.134164,21.43175,3902,0,9,0,0,6,0
566,"Ozora","Ozora",1543,5955,46.753173,18.400237,4705,0,17,0,0,4,0
1435,"Kékcse","Kekcse",1542,1823,48.248983,22.002959,4504,0,15,0,0,6,0
806,"Gellénháza","Gellenhaza",1540,524,46.766795,16.78566,5005,0,20,0,0,3,0
1862,"Karancsalja","Karancsalja",1540,1254,48.132477,19.75075,4205,0,12,0,0,5,0
1145,"Tényõ","Tenyo",1540,2638,47.541735,17.64402,3806,0,8,0,0,3,0
1896,"Kaposszekcsõ","Kaposszekcso",1538,1562,46.32906,18.129755,4702,0,17,0,0,4,0
2767,"Magyaralmás","Magyaralmas",1537,2242,47.29262,18.325985,3705,0,7,0,0,2,0
1317,"Csépa","Csepa",1535,2967,46.806608,20.13195,4603,0,16,0,0,6,0
293,"Dudar","Dudar",1534,2458,47.308169,17.937987,4909,0,19,0,0,2,0
3047,"Babócsa","Babocsa",1532,3099,46.037995,17.345655,4401,0,14,0,0,4,0
1174,"Mezõnyárád","Mezonyarad",1532,1407,47.848797,20.672848,3505,0,5,0,0,5,0
234,"Kincsesbánya","Kincsesbanya",1526,1087,47.26382,18.27452,3705,0,7,0,0,2,0
3186,"Tiszavárkony","Tiszavarkony",1526,3562,47.067305,20.17471,4604,0,16,0,0,6,0
1007,"Istenmezeje","Istenmezeje",1525,3279,48.08346,20.05221,4006,0,10,0,0,5,0
2707,"Nagysáp","Nagysap",1525,2477,47.683475,18.603485,4101,0,11,0,0,2,0
2018,"Tiszaroff","Tiszaroff",1520,5249,47.39725,20.44441,4605,0,16,0,0,6,0
1333,"Gyöngyösoroszi","Gyongyosoroszi",1518,2139,47.828159,19.8906,4004,0,10,0,0,5,0
1166,"Legyesbénye","Legyesbenye",1516,2031,48.157147,21.155426,3509,0,5,0,0,5,0
1663,"Sajópetri","Sajopetri",1515,928,48.035625,20.888262,3501,0,5,0,0,5,0
1344,"Mecseknádasd","Mecseknadasd",1509,3608,46.22482,18.465466,3208,0,2,0,0,4,0
1908,"Söjtör","Sojtor",1506,3616,46.673328,16.85376,5005,0,20,0,0,3,0
3343,"Szerep","Szerep",1506,5604,47.229245,21.142445,3907,0,9,0,0,6,0
2694,"Sajókeresztúr","Sajokeresztur",1505,1640,48.17276,20.773935,3501,0,5,0,0,5,0
365,"Bátmonostor","Batmonostor",1504,3795,46.107541,18.925421,3301,0,3,0,0,7,0
2106,"Dunaegyháza","Dunaegyhaza",1504,1012,46.833757,18.956633,3309,0,3,0,0,7,0
2138,"Püspökhatvan","Puspokhatvan",1502,2472,47.77409,19.36747,4309,0,13,0,0,1,0
2593,"Balotaszállás","Balotaszallas",1497,10494,46.349545,19.536935,3307,0,3,0,0,7,0
2516,"Sarkadkeresztúr","Sarkadkeresztur",1495,3530,46.81044,21.38257,3404,0,4,0,0,7,0
815,"Drégelypalánk","Dregelypalank",1493,2218,48.05169,19.047115,4201,0,12,0,0,5,0
446,"Szakály","Szakaly",1490,4101,46.524176,18.382436,4705,0,17,0,0,4,0
1441,"Kübekháza","Kubekhaza",1488,2731,46.15416,20.27869,3606,0,6,0,0,7,0
411,"Hortobágy","Hortobagy",1487,28458,47.583005,21.151455,3901,0,9,0,0,6,0
604,"Kunbaja","Kunbaja",1485,3372,46.084,19.419085,3302,0,3,0,0,7,0
3180,"Sárkeresztes","Sarkeresztes",1484,2327,47.250357,18.350493,3707,0,7,0,0,2,0
2510,"Hangony","Hangony",1480,3914,48.226101,20.201094,3506,0,5,0,0,5,0
2859,"Pusztaszer","Pusztaszer",1480,4893,46.549655,19.98452,3603,0,6,0,0,7,0
3351,"Szákszend","Szakszend",1480,3593,47.54507,18.172962,4105,0,11,0,0,2,0
3131,"Gyõrság","Gyorsag",1478,820,47.579042,17.748893,3807,0,8,0,0,3,0
1046,"Kölesd","Kolesd",1478,3813,46.50872,18.587919,4704,0,17,0,0,4,0
1543,"Petõfiszállás","Petofiszallas",1478,6779,46.623146,19.862367,3306,0,3,0,0,7,0
3052,"Alsóörs","Alsoors",1474,3334,46.985859,17.979549,4902,0,19,0,0,2,0
526,"Karád","Karad",1473,5238,46.69056,17.84166,4403,0,14,0,0,4,0
3185,"Ramocsaháza","Ramocsahaza",1473,1811,48.04134,21.9926,4501,0,15,0,0,6,0
2647,"Csátalja","Csatalja",1468,3905,46.036405,18.946185,3301,0,3,0,0,7,0
2789,"Bükkaranyos","Bukkaranyos",1467,2620,47.9856,20.780519,3501,0,5,0,0,5,0
2027,"Véménd","Vemend",1462,3181,46.156744,18.615742,3202,0,2,0,0,4,0
596,"Magyarcsanád","Magyarcsanad",1458,4808,46.169799,20.611238,3604,0,6,0,0,7,0
3145,"Tevel","Tevel",1458,2527,46.408747,18.455696,4701,0,17,0,0,4,0
2144,"Nagyberki","Nagyberki",1457,2174,46.364168,18.007397,4404,0,14,0,0,4,0
450,"Szendehely","Szendehely",1454,1004,47.856745,19.105405,4204,0,12,0,0,5,0
737,"Balatonkeresztúr","Balatonkeresztur",1450,2106,46.696925,17.36753,4406,0,14,0,0,4,0
652,"Gyermely","Gyermely",1450,4545,47.592617,18.645423,4107,0,11,0,0,2,0
1517,"Alcsútdoboz","Alcsutdoboz",1446,5071,47.425033,18.603546,3701,0,7,0,0,2,0
2664,"Vaszar","Vaszar",1446,3369,47.402965,17.515185,4904,0,19,0,0,2,0
1857,"Acsa","Acsa",1443,2694,47.796565,19.382255,4309,0,13,0,0,1,0
3119,"Lövõ","Lovo",1443,1747,47.503601,16.78076,3805,0,8,0,0,3,0
1045,"Dunasziget","Dunasziget",1437,3589,47.939773,17.352625,3804,0,8,0,0,3,0
1735,"Buzsák","Buzsak",1434,5968,46.649001,17.583141,4405,0,14,0,0,4,0
1282,"Egerbakta","Egerbakta",1434,3237,47.93424,20.289661,4001,0,10,0,0,5,0
2885,"Kutas","Kutas",1434,3655,46.329755,17.453625,4407,0,14,0,0,4,0
3378,"Nagyvarsány","Nagyvarsany",1434,1255,48.159238,22.27712,4510,0,15,0,0,6,0
435,"Nógrád","Nograd",1430,2954,47.90955,19.046795,4204,0,12,0,0,5,0
902,"Õr","Or",1430,1778,47.977305,22.18072,4505,0,15,0,0,6,0
310,"Kétsoprony","Ketsoprony",1428,5124,46.72052,20.886665,3401,0,4,0,0,7,0
468,"Dédestapolcsány","Dedestapolcsany",1426,2943,48.185307,20.480489,3504,0,5,0,0,5,0
2238,"Bakonyszombathely","Bakonyszombathely",1421,3653,47.473213,17.963209,4103,0,11,0,0,2,0
2476,"Ugod","Ugod",1420,6279,47.314234,17.604771,4904,0,19,0,0,2,0
1027,"Sé","Se",1417,603,47.24319,16.55119,4808,0,18,0,0,3,0
3044,"Tibolddaróc","Tibolddaroc",1417,3030,47.921905,20.634564,3505,0,5,0,0,5,0
2937,"Vasszécseny","Vasszecseny",1416,1795,47.1822,16.74702,4808,0,18,0,0,3,0
1263,"Kisapostag","Kisapostag",1414,958,46.894525,18.93219,3702,0,7,0,0,2,0
1537,"Etes","Etes",1413,1580,48.111325,19.7181,4205,0,12,0,0,5,0
2882,"Szeremle","Szeremle",1413,3464,46.144925,18.878519,3301,0,3,0,0,7,0
864,"Kálló","Kallo",1412,3697,47.750557,19.493281,4203,0,12,0,0,5,0
3037,"Tiszatarján","Tiszatarjan",1408,4039,47.832265,20.999995,3514,0,5,0,0,5,0
863,"Tiszapalkonya","Tiszapalkonya",1407,1349,47.885465,21.054904,3511,0,5,0,0,5,0
449,"Sényõ","Senyo",1406,1830,48.003312,21.878015,4508,0,15,0,0,6,0
1840,"Hegykõ","Hegyko",1405,2684,47.622131,16.793924,3805,0,8,0,0,3,0
2377,"Pereszteg","Pereszteg",1405,2250,47.601115,16.73957,3805,0,8,0,0,3,0
3256,"Újszentmargita","Ujszentmargita",1399,9622,47.728513,21.104709,3906,0,9,0,0,6,0
1251,"Dejtár","Dejtar",1396,2174,48.03809,19.17055,4201,0,12,0,0,5,0
2308,"Pusztavacs","Pusztavacs",1395,7907,47.173254,19.499163,4303,0,13,0,0,1,0
2347,"Somberek","Somberek",1394,3142,46.076142,18.659797,3202,0,2,0,0,4,0
1969,"Tetétlen","Tetetlen",1394,3211,47.31376,21.30677,3907,0,9,0,0,6,0
706,"Városlõd","Varoslod",1394,2227,47.14827,17.653702,4910,0,19,0,0,2,0
2980,"Bezenye","Bezenye",1393,3003,47.961542,17.216613,3804,0,8,0,0,3,0
2927,"Novaj","Novaj",1390,1852,47.855865,20.47865,4001,0,10,0,0,5,0
2660,"Köröm","Korom",1388,834,47.98737,20.953251,3501,0,5,0,0,5,0
2719,"Novajidrány","Novajidrany",1386,1431,48.39649,21.169055,3503,0,5,0,0,5,0
1589,"Pácin","Pacin",1381,3393,48.334562,21.836187,3513,0,5,0,0,5,0
2363,"Mernye","Mernye",1380,2593,46.505462,17.818783,4404,0,14,0,0,4,0
1661,"Egercsehi","Egercsehi",1377,1039,48.053928,20.255125,4007,0,10,0,0,5,0
294,"Biri","Biri",1376,2259,47.815372,21.85102,4506,0,15,0,0,6,0
1769,"Tiszasüly","Tiszasuly",1370,9177,47.392391,20.391991,4604,0,16,0,0,6,0
591,"Vácduka","Vacduka",1367,840,47.747655,19.209576,4309,0,13,0,0,1,0
2546,"Esztár","Esztar",1366,3171,47.28732,21.777534,3902,0,9,0,0,6,0
424,"Nagykamarás","Nagykamaras",1366,4310,46.480915,21.11768,3402,0,4,0,0,7,0
1444,"Tiszatelek","Tiszatelek",1366,3377,48.1878,21.826599,4511,0,15,0,0,6,0
700,"Nagykarácsony","Nagykaracsony",1361,3046,46.866512,18.777047,3702,0,7,0,0,2,0
1610,"Mesztegnyõ","Mesztegnyo",1360,4471,46.49658,17.42278,4406,0,14,0,0,4,0
2573,"Mártély","Martely",1359,3645,46.471624,20.234203,3602,0,6,0,0,7,0
2579,"Vitnyéd","Vitnyed",1359,3225,47.587025,16.979595,3803,0,8,0,0,3,0
1486,"Látrány","Latrany",1358,2231,46.74521,17.74734,4403,0,14,0,0,4,0
3046,"Tihany","Tihany",1357,2733,46.914405,17.887105,4903,0,19,0,0,2,0
680,"Kötegyán","Kotegyan",1355,4295,46.738312,21.48637,3404,0,4,0,0,7,0
2625,"Szigetbecse","Szigetbecse",1354,1712,47.13276,18.95065,4307,0,13,0,0,1,0
1386,"Pusztadobos","Pusztadobos",1353,1669,48.05595,22.222165,4501,0,15,0,0,6,0
3038,"Tiszakürt","Tiszakurt",1353,2837,46.885342,20.118971,4603,0,16,0,0,6,0
2452,"Tök","Tok",1353,2473,47.56739,18.73151,4313,0,13,0,0,1,0
3123,"Szatmárcseke","Szatmarcseke",1352,3629,48.086081,22.632491,4503,0,15,0,0,6,0
650,"Átány","Atany",1351,5044,47.61537,20.359375,4002,0,10,0,0,5,0
3001,"Réde","Rede",1348,4588,47.430449,17.916852,4103,0,11,0,0,2,0
2906,"Nagyberény","Nagybereny",1347,2314,46.798123,18.163718,4408,0,14,0,0,4,0
3153,"Sárszentágota","Sarszentagota",1346,4550,46.96889,18.55843,3708,0,7,0,0,2,0
812,"Sajóörös","Sajooros",1343,844,47.953362,21.021429,3511,0,5,0,0,5,0
1878,"Szügy","Szugy",1342,1949,48.035488,19.32103,4201,0,12,0,0,5,0
628,"Pitvaros","Pitvaros",1341,1314,46.321385,20.73669,3604,0,6,0,0,7,0
1946,"Balatonendréd","Balatonendred",1339,4002,46.848995,17.969795,4408,0,14,0,0,4,0
2248,"Verseg","Verseg",1338,2957,47.722986,19.547959,4301,0,13,0,0,1,0
1528,"Vértessomló","Vertessomlo",1336,2229,47.51198,18.362757,4107,0,11,0,0,2,0
2515,"Bánhorváti","Banhorvati",1335,2848,48.232653,20.505647,3504,0,5,0,0,5,0
2946,"Balatonfõkajár","Balatonfokajar",1332,2192,47.02238,18.212895,4902,0,19,0,0,2,0
3382,"Neszmély","Neszmely",1331,2776,47.73609,18.360125,4106,0,11,0,0,2,0
3036,"Bagod","Bagod",1329,1637,46.87663,16.749215,5005,0,20,0,0,3,0
1597,"Jenõ","Jeno",1329,556,47.10538,18.250325,3707,0,7,0,0,2,0
2447,"Timár","Timar",1329,2182,48.156024,21.463337,4509,0,15,0,0,6,0
2784,"Homokmégy","Homokmegy",1326,7032,46.487283,19.072673,3303,0,3,0,0,7,0
3144,"Fertõszéplak","Fertoszeplak",1318,2178,47.616613,16.837061,3805,0,8,0,0,3,0
2190,"Csókakõ","Csokako",1311,1092,47.349584,18.268427,3705,0,7,0,0,2,0
739,"Gerendás","Gerendas",1311,4078,46.59648,20.86395,3403,0,4,0,0,7,0
657,"Mezõszentgyörgy","Mezoszentgyorgy",1309,2712,46.992001,18.277201,3703,0,7,0,0,2,0
1119,"Igal","Igal",1308,3606,46.534879,17.937753,4404,0,14,0,1,4,0
1032,"Vizslás","Vizslas",1308,1012,48.048696,19.820802,4205,0,12,0,0,5,0
3122,"Végegyháza","Vegegyhaza",1305,2894,46.388395,20.870115,3402,0,4,0,0,7,0
2373,"Bodroghalom","Bodroghalom",1303,2686,48.301365,21.703889,3513,0,5,0,0,5,0
671,"Nádasd","Nadasd",1302,3560,46.966145,16.61194,4803,0,18,0,0,3,0
3000,"Vajdácska","Vajdacska",1302,2277,48.324065,21.656199,3507,0,5,0,0,5,0
2631,"Rém","Rem",1295,3993,46.250775,19.141885,3301,0,3,0,0,7,0
1495,"Sukoró","Sukoro",1295,1627,47.237667,18.600982,3704,0,7,0,0,2,0
1932,"Borota","Borota",1294,8180,46.26411,19.22393,3310,0,3,0,0,7,0
3208,"Alsópáhok","Alsopahok",1293,1802,46.774715,17.17059,5007,0,20,0,0,3,0
1265,"Zalahaláp","Zalahalap",1293,2413,46.91471,17.45799,4906,0,19,0,0,2,0
1299,"Galambok","Galambok",1292,2591,46.522316,17.125683,5009,0,20,0,0,3,0
1956,"Pély","Pely",1291,9030,47.490765,20.342095,4002,0,10,0,0,5,0
661,"Börcs","Borcs",1290,1276,47.683491,17.50029,3802,0,8,0,0,3,0
2876,"Bágyogszovát","Bagyogszovat",1284,2406,47.592472,17.350449,3801,0,8,0,0,3,0
383,"Keszü","Keszu",1284,731,46.015888,18.190491,3207,0,2,0,0,4,0
1736,"Nárai","Narai",1283,1599,47.19372,16.55451,4808,0,18,0,0,3,0
2264,"Felgyõ","Felgyo",1281,7673,46.662367,20.111281,3601,0,6,0,0,7,0
3197,"Paszab","Paszab",1281,1296,48.1516,21.666427,4511,0,15,0,0,6,0
2939,"Hencida","Hencida",1275,3479,47.246084,21.701192,3902,0,9,0,0,6,0
2195,"Bánréve","Banreve",1271,662,48.29651,20.350005,3506,0,5,0,0,5,0
3163,"Iván","Ivan",1269,5474,47.444043,16.905796,3805,0,8,0,0,3,0
2923,"Dalmand","Dalmand",1264,4877,46.494475,18.18979,4702,0,17,0,0,4,0
1553,"Kõvágószõlõs","Kovagoszolos",1262,1825,46.0784,18.117005,3207,0,2,0,0,4,0
1821,"Soltszentimre","Soltszentimre",1261,4449,46.771005,19.286395,3305,0,3,0,0,7,0
1666,"Kölcse","Kolcse",1257,2824,48.051071,22.71773,4503,0,15,0,0,6,0
3162,"Kunsziget","Kunsziget",1256,1787,47.739905,17.51772,3802,0,8,0,0,3,0
2040,"Gyömöre","Gyomore",1254,2049,47.500389,17.564671,3806,0,8,0,0,3,0
1591,"Gyúró","Gyuro",1254,2437,47.371916,18.741358,3710,0,7,0,0,2,0
2714,"Komoró","Komoro",1252,1169,48.303482,22.114351,4512,0,15,0,0,6,0
2630,"Inke","Inke",1251,5176,46.3948,17.201345,4402,0,14,0,0,4,0
2235,"Boconád","Boconad",1248,2956,47.642873,20.188942,4002,0,10,0,0,5,0
3085,"Mezõcsokonya","Mezocsokonya",1247,3078,46.43059,17.64094,4404,0,14,0,0,4,0
2564,"Sióagárd","Sioagard",1246,2440,46.39018,18.655355,4704,0,17,0,0,4,0
2878,"Taktakenéz","Taktakenez",1243,1974,48.051177,21.218076,3509,0,5,0,0,5,0
808,"Ináncs","Inancs",1242,1095,48.283985,21.068549,3503,0,5,0,0,5,0
1211,"Kajárpéc","Kajarpec",1242,3189,47.495175,17.627413,3806,0,8,0,0,3,0
2872,"Somogysárd","Somogysard",1238,3636,46.414097,17.597433,4404,0,14,0,0,4,0
1727,"Juta","Juta",1236,1923,46.406258,17.733875,4404,0,14,0,0,4,0
1454,"Tataháza","Tatahaza",1235,2610,46.175105,19.299405,3302,0,3,0,0,7,0
271,"Tótvázsony","Totvazsony",1234,4250,47.008425,17.786695,4908,0,19,0,0,2,0
3091,"Vanyarc","Vanyarc",1234,3222,47.825465,19.449021,4203,0,12,0,0,5,0
2225,"Szalánta","Szalanta",1233,1708,45.95129,18.24869,3207,0,2,0,0,4,0
1110,"Szõlõsgyörök","Szolosgyorok",1233,1863,46.706322,17.679939,4405,0,14,0,0,4,0
1758,"Jármi","Jarmi",1232,1237,47.97032,22.24869,4505,0,15,0,0,6,0
2508,"Mezõszemere","Mezoszemere",1232,2148,47.747905,20.518715,4003,0,10,0,0,5,0
601,"Magyarkeszi","Magyarkeszi",1230,3816,46.748538,18.224706,4705,0,17,0,0,4,0
816,"Tard","Tard",1230,4047,47.88187,20.59708,3505,0,5,0,0,5,0
545,"Kenézlõ","Kenezlo",1229,2296,48.198028,21.530362,3507,0,5,0,0,5,0
1198,"Murony","Murony",1228,3570,46.761322,21.041227,3407,0,4,0,0,7,0
635,"Pusztamérges","Pusztamerges",1227,2439,46.328535,19.684845,3605,0,6,0,0,7,0
3375,"Máza","Maza",1226,1069,46.279495,18.408465,3201,0,2,0,0,4,0
2243,"Kocsola","Kocsola",1225,3334,46.530605,18.18041,4702,0,17,0,0,4,0
1578,"Tiszaörs","Tiszaors",1225,3710,47.50882,20.819019,4605,0,16,0,0,6,0
2509,"Bénye","Benye",1221,1652,47.35462,19.545145,4305,0,13,0,0,1,0
1676,"Váncsod","Vancsod",1221,3443,47.20421,21.640155,3902,0,9,0,0,6,0
2539,"Igrici","Igrici",1219,1947,47.867715,20.881715,3514,0,5,0,0,5,0
425,"Ecseg","Ecseg",1217,2410,47.897308,19.605977,4203,0,12,0,0,5,0
439,"Makád","Makad",1217,3177,47.088105,18.931565,4307,0,13,0,0,1,0
1926,"Szil","Szil",1217,3103,47.498875,17.233547,3801,0,8,0,0,3,0
3199,"Súr","Sur",1216,3735,47.370205,18.028692,4103,0,11,0,0,2,0
802,"Bükkszentkereszt","Bukkszentkereszt",1212,2697,48.067348,20.631149,3501,0,5,0,0,5,0
1558,"Pusztazámor","Pusztazamor",1211,927,47.402865,18.7817,4310,0,13,0,0,1,0
1410,"Kajdacs","Kajdacs",1210,3773,46.564525,18.61921,4703,0,17,0,0,4,0
1547,"Kismarja","Kismarja",1210,4716,47.250915,21.818725,3902,0,9,0,0,6,0
2180,"Ravazd","Ravazd",1210,2855,47.519617,17.751152,3807,0,8,0,0,3,0
3221,"Márkó","Marko",1209,3441,47.121011,17.81251,4908,0,19,0,0,2,0
2318,"Nagyesztergár","Nagyesztergar",1209,1829,47.27605,17.90454,4909,0,19,0,0,2,0
2050,"Kurd","Kurd",1206,3119,46.448174,18.314945,4702,0,17,0,0,4,0
3356,"Apaj","Apaj",1205,7104,47.113975,19.08749,4307,0,13,0,0,1,0
2816,"Lovászi","Lovaszi",1205,967,46.558165,16.556675,5002,0,20,0,0,3,0
890,"Nagykereki","Nagykereki",1205,3727,47.187485,21.786452,3902,0,9,0,0,6,0
2686,"Gyarmat","Gyarmat",1204,2245,47.460344,17.486195,3806,0,8,0,0,3,0
373,"Bárdudvarnok","Bardudvarnok",1202,4856,46.331733,17.679452,4411,0,14,0,0,4,0
3377,"Gyüre","Gyure",1200,1587,48.173611,22.27257,4510,0,15,0,0,6,0
1679,"Borsodszirák","Borsodszirak",1199,1101,48.26114,20.767711,3502,0,5,0,0,5,0
573,"Gerjen","Gerjen",1199,3628,46.49334,18.90314,4703,0,17,0,0,4,0
2458,"Rohod","Rohod",1199,1956,48.02853,22.13419,4501,0,15,0,0,6,0
2723,"Bácsborsód","Bacsborsod",1196,7752,46.094255,19.15914,3301,0,3,0,0,7,0
1230,"Hédervár","Hedervar",1195,1428,47.833035,17.458619,3804,0,8,0,0,3,0
2374,"Bakonybél","Bakonybel",1193,2436,47.25195,17.727427,4909,0,19,0,0,2,0
2689,"Karancsság","Karancssag",1192,2139,48.11871,19.656228,4205,0,12,0,0,5,0
763,"Kömlõd","Komlod",1191,2284,47.544868,18.256901,4105,0,11,0,0,2,0
510,"Balogunyom","Balogunyom",1190,1212,47.159465,16.63766,4808,0,18,0,0,3,0
845,"Pilisszentlászló","Pilisszentlaszlo",1189,1775,47.72107,18.987275,4314,0,13,0,0,1,0
2572,"Sopronkövesd","Sopronkovesd",1188,2680,47.544628,16.74581,3805,0,8,0,0,3,0
1867,"Páhi","Pahi",1184,3896,46.71354,19.38171,3305,0,3,0,0,7,0
2460,"Szuhogy","Szuhogy",1184,1700,48.384005,20.6747,3502,0,5,0,0,5,0
